,,종목코드,종목명,현재가,전일대비기호,전일대비,등락률,이전거래량,현재거래량,급증량,급증률,종목분류,매도잔량,매수잔량,체결강도,횟수,거래량,전일비,거래회전율,거래금액,거래량(장중),전일비(장중),거래회전율(장중),거래금액(장중),거래량(장후),전일비(장후),거래회전율(장후),거래금액(장후),거래량(장전),전일비(장전),거래회전율(장전),거래금액(장전),기준가,기준대비,급등률,예상체결가,예상체결량,매도호가,매수호가,현재순위,전일순위,전일거래량,거래대금
거래 대금 상위 종목,62,229200,KODEX 코스닥150,+11705,2,+75,+0.64,,2215256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+11705,+11700,63,24,11234661,25942
거래 대금 상위 종목,63,035720,카카오,-37900,5,-450,-1.17,,677504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37900,-37850,64,38,2268347,25901
거래 대금 상위 종목,64,108860,셀바스AI,+14620,2,+110,+0.76,,1767550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+14630,+14610,65,65,4148584,25844
거래 대금 상위 종목,65,475580,에이럭스,-9540,5,-300,-3.05,,2492382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9540,-9520,66,13,19483956,24724
거래 대금 상위 종목,66,028300,HLB,-73400,5,-1400,-1.87,,332925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73400,-73300,67,84,614078,24569
거래 대금 상위 종목,67,036570,엔씨소프트,+232000,2,+8500,+3.80,,105704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+232500,+232000,68,148,126980,24367
거래 대금 상위 종목,68,464080,에스오에스랩,+8480,2,+310,+3.79,,2827363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+8500,+8480,69,20,16279822,23911
거래 대금 상위 종목,69,041020,폴라리스오피스,-6630,5,-260,-3.77,,3610344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6630,-6620,70,6,37753853,23836
거래 대금 상위 종목,70,000270,기아,+95500,2,+1200,+1.27,,250605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+95500,+95400,71,26,1316143,23810
거래 대금 상위 종목,71,352820,하이브,-207000,5,-4500,-2.13,,114488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-207500,-207000,72,79,234977,23732
거래 대금 상위 종목,72,038680,에스넷,+4725,2,+810,+20.69,,5129306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+4740,+4725,73,2647,18395,23554
거래 대금 상위 종목,73,298040,효성중공업,-393500,5,-18500,-4.49,,58676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-393500,-393000,74,75,123398,23158
거래 대금 상위 종목,74,496080,TIGER 코리아밸류업,-9490,5,-15,-0.16,,2428997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9495,-9490,75,117,3576928,23027
거래 대금 상위 종목,75,282720,금양그린파워,+10420,2,+1740,+20.05,,2220080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+10420,+10410,76,1748,34716,22768
거래 대금 상위 종목,76,239340,이스트에이드,+2425,2,+360,+17.43,,9346914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+2430,+2425,77,543,2061493,22577
거래 대금 상위 종목,77,376930,노을,+3080,1,+710,+29.96,,7216742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,+3080,78,878,701097,20817
거래 대금 상위 종목,78,053030,바이넥스,+18180,2,+1510,+9.06,,1179112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+18180,+18170,79,280,648761,20754
거래 대금 상위 종목,79,466100,클로봇,-8180,5,-480,-5.54,,2514476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8180,-8160,80,130,3745280,20576
거래 대금 상위 종목,80,005935,삼성전자우,+47650,2,+200,+0.42,,425093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+47700,+47650,81,63,1277266,20226
거래 대금 상위 종목,81,277810,레인보우로보틱스,-148500,5,-4500,-2.94,,134528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-148500,-148400,82,55,476237,20143
거래 대금 상위 종목,82,373220,LG에너지솔루션,-400000,5,-500,-0.12,,50124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-400000,-399500,83,54,174304,20127
거래 대금 상위 종목,83,450080,에코프로머티,+90300,2,+100,+0.11,,221829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+90300,90200,84,70,591568,20090
거래 대금 상위 종목,84,041190,우리기술투자,+8930,2,+50,+0.56,,2132493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+8930,+8920,85,132,3506528,19273
거래 대금 상위 종목,85,001570,금양,+28700,2,+1200,+4.36,,660333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+28700,+28650,86,215,581295,19193
거래 대금 상위 종목,86,365330,에스와이스틸텍,-8640,5,-480,-5.26,,2172730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8650,-8640,87,30,12480948,19161
거래 대금 상위 종목,87,115500,케이씨에스,+8100,2,+210,+2.66,,2076799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+8100,+8090,88,526,547300,17622
거래 대금 상위 종목,88,010620,HD현대미포,-125300,5,-900,-0.71,,134063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125400,-125300,89,121,262945,17208
거래 대금 상위 종목,89,007390,네이처셀,-21750,5,-50,-0.23,,780262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21750,-21700,90,119,1502310,17178
거래 대금 상위 종목,90,047810,한국항공우주,+60400,2,+1100,+1.85,,271030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+60400,+60300,91,141,507095,16288
거래 대금 상위 종목,91,003670,포스코퓨처엠,+181600,2,+1400,+0.78,,87900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+181600,+181500,92,82,258406,16036
거래 대금 상위 종목,92,329180,HD현대중공업,-225500,5,-4500,-1.96,,70163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-226000,-225500,93,74,223240,16004
거래 대금 상위 종목,93,112040,위메이드,+46250,2,+600,+1.31,,344526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+46250,+46200,94,124,723181,15993
거래 대금 상위 종목,94,017860,DS단석,+48300,2,+600,+1.26,,327309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+48300,+48200,95,87,907509,15888
거래 대금 상위 종목,95,220100,퓨쳐켐,+16820,2,+1100,+7.00,,938415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+16850,+16820,96,574,228699,15587
거래 대금 상위 종목,96,010120,LS ELECTRIC,-145200,5,-2400,-1.63,,107056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145200,-145100,97,96,268180,15564
거래 대금 상위 종목,97,489790,한화인더스트리얼솔루션즈,+34750,2,+300,+0.87,,442507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+34750,+34700,98,37,2534593,15303
거래 대금 상위 종목,98,495850,KODEX 코리아밸류업,-9455,5,-5,-0.05,,1588911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9460,-9455,99,303,1021966,15042
거래 대금 상위 종목,99,017670,SK텔레콤,+61400,2,+400,+0.66,,240804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+61400,+61300,100,32,1693476,14743
